geography_name,immigrant_status,Total,Owner,Renter,renter_owner_gap,csd_code,cma,join_key,tot_pop,tot_income,own_pop,own_income,rent_pop,rent_income,annual_housing_cost_total,annual_housing_cost_owner,annual_housing_cost_renter
Charlemagne (2460005) V 00000,Total Immigrant Status,17.0,14.7,20.2,5.5,2460005,Montréal,2460005|Total Immigrant Status,6245.0,94000.0,3700.0,111900.0,2550.0,68200.0,15980.0,16449.3,13776.4
Mississauga (3521005) CY 00000,Immigrant,23.1,21.6,27.1,5.5,3521005,Toronto,3521005|Immigrant,510250.0,141600.0,371075.0,157000.0,139175.0,100500.0,32709.6,33912.0,27235.5
Parkland County (4811034) MD 00000,Total Immigrant Status,17.3,17.0,22.5,5.5,4811034,Edmonton,4811034|Total Immigrant Status,30350.0,164800.0,28210.0,169400.0,2145.0,103700.0,28510.4,28798.0,23332.5
Burnaby (5915025) CY 00000,Total Immigrant Status,22.2,20.3,25.8,5.5,5915025,Vancouver,5915025|Total Immigrant Status,234090.0,135200.0,152890.0,153400.0,81200.0,101000.0,30014.4,31140.2,26058.0
Charlemagne (2460005) V 00000,Non-immigrants,16.5,14.2,19.6,5.4,2460005,Montréal,2460005|Non-immigrants,5675.0,94300.0,3290.0,112700.0,2385.0,69000.0,15559.5,16003.4,13524.0
Saint-Philippe (2467010) V 00000,Total Immigrant Status,16.2,15.5,20.9,5.4,2467010,Montréal,2467010|Total Immigrant Status,7330.0,131800.0,6415.0,138800.0,920.0,83200.0,21351.6,21514.0,17388.8
Warburg (4811024) VL 00010,Non-immigrants,19.8,18.3,23.7,5.4,4811024,Edmonton,4811024|Non-immigrants,600.0,86800.0,435.0,92000.0,165.0,73000.0,17186.4,16836.0,17301.0
Lions Bay (5915065) VL 00000,Total Immigrant Status,21.4,20.8,26.2,5.4,5915065,Vancouver,5915065|Total Immigrant Status,1350.0,213400.0,1195.0,219200.0,150.0,168000.0,45667.6,45593.6,44016.0
Chambly (2457005) V 00000,Non-immigrants,15.5,14.5,19.8,5.3,2457005,Montréal,2457005|Non-immigrants,26815.0,135200.0,21635.0,149400.0,5185.0,75800.0,20956.0,21663.0,15008.4
Terrebonne (2464008) V 00000,Total Immigrant Status,16.7,15.7,21.0,5.3,2464008,Montréal,2464008|Total Immigrant Status,117455.0,128600.0,97055.0,139000.0,20395.0,79800.0,21476.2,21823.0,16758.0
Laval (2465005) V 00000,Total Immigrant Status,17.6,16.2,21.5,5.3,2465005,Montréal,2465005|Total Immigrant Status,425775.0,123500.0,313255.0,140400.0,112525.0,76800.0,21736.0,22744.8,16512.0
Mercier (2467045) V 00000,Total Immigrant Status,16.1,15.3,20.6,5.3,2467045,Montréal,2467045|Total Immigrant Status,14475.0,130800.0,12405.0,139400.0,2070.0,79300.0,21058.8,21328.2,16335.8
"Vancouver (CMA), B.C. 20000",Total Immigrant Status,22.4,20.7,26.0,5.3,,Vancouver,"Vancouver , B.C. 20000|Total Immigrant Status",2487665.0,148000.0,1696895.0,167400.0,790770.0,106300.0,33152.0,34651.8,27638.0
North Vancouver (5915046) DM 00000,Immigrant,25.3,24.0,29.3,5.3,5915046,Vancouver,5915046|Immigrant,34650.0,173000.0,25975.0,188400.0,8670.0,126600.0,43769.0,45216.0,37093.8
Coteau-du-Lac (2471040) V 00000,Non-immigrants,14.4,13.4,18.7,5.3,2471040,Montréal,2471040|Non-immigrants,6795.0,134600.0,5560.0,148200.0,1235.0,73600.0,19382.4,19858.8,13763.2
Montréal (2466023) V 00000,Non-immigrants,19.4,16.6,21.9,5.3,2466023,Montréal,2466023|Non-immigrants,821350.0,117700.0,383990.0,165200.0,437355.0,76100.0,22833.8,27423.200000000004,16665.9
Longueuil (2458227) V 00000,Total Immigrant Status,17.7,15.6,20.8,5.2,2458227,Montréal,2458227|Total Immigrant Status,247805.0,107900.0,147040.0,132000.0,100760.0,72700.0,19098.3,20592.0,15121.6
Les Cèdres (2471050) MÉ 00000,Non-immigrants,15.1,14.6,19.8,5.2,2471050,Montréal,2471050|Non-immigrants,6485.0,124700.0,5915.0,129800.0,570.0,70400.0,18829.7,18950.8,13939.2
"Montréal (CMA), Que. 20000",Total Immigrant Status,18.3,16.3,21.5,5.2,,Montréal,"Montréal , Que. 20000|Total Immigrant Status",4133840.0,122900.0,2566025.0,150800.0,1567815.0,77300.0,22490.7,24580.4,16619.5
Montréal-Ouest (2466047) V 00000,Total Immigrant Status,17.6,16.5,21.7,5.2,2466047,Montréal,2466047|Total Immigrant Status,4980.0,225000.0,3940.0,259600.0,1035.0,92600.0,39600.00000000001,42834.0,20094.2
Saint-Lazare (2471105) V 00000,Total Immigrant Status,16.4,16.1,21.3,5.2,2471105,Montréal,2471105|Total Immigrant Status,22245.0,158000.0,21095.0,161800.0,1145.0,88200.0,25912.0,26049.8,18786.6
Bois-des-Filion (2473030) V 00000,Total Immigrant Status,17.7,16.7,21.9,5.2,2473030,Montréal,2473030|Total Immigrant Status,9935.0,114100.0,8060.0,123200.0,1875.0,75200.0,20195.7,20574.4,16468.8
Leduc County (4811012) MD 00000,Non-immigrants,18.6,18.1,23.3,5.2,4811012,Edmonton,4811012|Non-immigrants,11130.0,156200.0,9950.0,163400.0,1185.0,96200.0,29053.2,29575.4,22414.6
Coquitlam (5915034) CY 00000,Immigrant,25.0,23.6,28.8,5.2,5915034,Vancouver,5915034|Immigrant,84370.0,130200.0,62295.0,143400.0,22070.0,93100.0,32550.0,33842.4,26812.8
Dorval (2466087) V 00000,Immigrant,19.2,17.2,22.3,5.1,2466087,Montréal,2466087|Immigrant,6610.0,117700.0,4025.0,146000.0,2580.0,73500.0,22598.4,25112.0,16390.5
Saint-Lazare (2471105) V 00000,Non-immigrants,15.8,15.5,20.6,5.1,2471105,Montréal,2471105|Non-immigrants,18420.0,162200.0,17530.0,166200.0,890.0,83600.0,25627.6,25761.0,17221.600000000002
St. Albert (4811062) CY 00000,Immigrant,19.5,18.5,23.6,5.1,4811062,Edmonton,4811062|Immigrant,10805.0,148000.0,8520.0,158000.0,2280.0,110300.0,28860.0,29230.0,26030.8
Coteau-du-Lac (2471040) V 00000,Total Immigrant Status,14.5,13.6,18.7,5.1,2471040,Montréal,2471040|Total Immigrant Status,7125.0,134800.0,5810.0,148600.0,1315.0,73500.0,19546.0,20209.6,13744.5
Richmond (5915015) CY 00000,Immigrant,24.6,23.3,28.4,5.1,5915015,Vancouver,5915015|Immigrant,150450.0,125000.0,113535.0,133600.0,36915.0,98500.0,30750.0,31128.8,27974.0
Port Coquitlam (5915039) CY 00000,Immigrant,21.8,20.8,25.9,5.1,5915039,Vancouver,5915039|Immigrant,26930.0,134200.0,21745.0,142800.0,5185.0,98200.0,29255.6,29702.4,25433.8
Senneville (2466127) VL 00000,Immigrant,14.3,13.0,18.0,5.0,2466127,Montréal,2466127|Immigrant,260.0,316000.0,195.0,380000.0,70.0,132000.0,45188.0,49400.0,23760.0
Pointe-Calumet (2472020) MÉ 00000,Non-immigrants,16.4,15.3,20.3,5.0,2472020,Montréal,2472020|Non-immigrants,5925.0,103700.0,4710.0,111100.0,1220.0,75000.0,17006.8,16998.3,15225.0
Whitchurch-Stouffville (3519044) T 00000,Total Immigrant Status,22.4,21.9,26.9,5.0,3519044,Toronto,3519044|Total Immigrant Status,48135.0,169400.0,43550.0,175400.0,4590.0,111600.0,37945.6,38412.6,30020.4
Mono (3522012) T 00000,Total Immigrant Status,18.3,18.1,23.1,5.0,3522012,Toronto,3522012|Total Immigrant Status,9055.0,200200.0,8720.0,202800.0,335.0,131000.0,36636.6,36706.8,30261.0
Langley (5915002) CY 00000,Total Immigrant Status,22.4,20.7,25.7,5.0,5915002,Vancouver,5915002|Total Immigrant Status,27635.0,110900.0,18465.0,125600.0,9175.0,81500.0,24841.6,25999.2,20945.5
Saint-Mathias-sur-Richelieu (2455065) MÉ 00000,Immigrant,15.6,14.6,19.5,4.9,2455065,Montréal,2455065|Immigrant,170.0,119000.0,135.0,130000.0,30.0,72000.0,18564.0,18980.0,14040.0
Vancouver (5915022) CY 00000,Immigrant,23.4,21.3,26.2,4.9,5915022,Vancouver,5915022|Immigrant,348835.0,140600.0,199020.0,164600.0,149815.0,108500.0,32900.4,35059.8,28427.0
Saint-Isidore (2467040) PE 00000,Non-immigrants,14.7,13.8,18.6,4.8,2467040,Montréal,2467040|Non-immigrants,2415.0,119200.0,1920.0,129400.0,490.0,79600.0,17522.4,17857.2,14805.6
Rosemère (2473020) V 00000,Immigrant,17.7,17.3,22.1,4.8,2473020,Montréal,2473020|Immigrant,2625.0,144200.0,2410.0,147400.0,220.0,111000.0,25523.4,25500.2,24531.0
Aurora (3519046) T 00000,Immigrant,27.5,26.7,31.5,4.8,3519046,Toronto,3519046|Immigrant,29650.0,154000.0,24925.0,162800.0,4725.0,107800.0,42350.0,43467.6,33957.0
Port Moody (5915043) CY 00000,Total Immigrant Status,20.4,19.3,24.1,4.8,5915043,Vancouver,5915043|Total Immigrant Status,32665.0,167600.0,25190.0,179600.0,7475.0,127500.0,34190.399999999994,34662.8,30727.5
Saint-Mathias-sur-Richelieu (2455065) MÉ 00000,Total Immigrant Status,15.9,15.1,19.9,4.8,2455065,Montréal,2455065|Total Immigrant Status,4450.0,118800.0,3740.0,127200.0,710.0,75000.0,18889.2,19207.2,14925.0
L'Assomption (2460028) V 00000,Non-immigrants,16.6,15.6,20.3,4.7,2460028,Montréal,2460028|Non-immigrants,20945.0,119100.0,16575.0,132000.0,4370.0,70000.0,19770.600000000002,20592.0,14210.0
Saint-Mathias-sur-Richelieu (2455065) MÉ 00000,Non-immigrants,15.9,15.2,19.9,4.7,2455065,Montréal,2455065|Non-immigrants,4280.0,118800.0,3605.0,127000.0,680.0,75200.0,18889.2,19304.0,14964.8
Mascouche (2464015) V 00000,Non-immigrants,16.2,15.3,20.0,4.7,2464015,Montréal,2464015|Non-immigrants,44085.0,126100.0,35460.0,137200.0,8625.0,80600.0,20428.2,20991.6,16120.0
Baie-D'Urfé (2466112) V 00000,Immigrant,16.4,16.1,20.8,4.7,2466112,Montréal,2466112|Immigrant,1350.0,181600.0,1270.0,180400.0,80.0,200000.0,29782.399999999994,29044.400000000005,41600.0
Pointe-Calumet (2472020) MÉ 00000,Total Immigrant Status,16.5,15.5,20.2,4.7,2472020,Montréal,2472020|Total Immigrant Status,6260.0,103800.0,5015.0,110600.0,1245.0,76400.0,17127.0,17143.0,15432.8
Langley (5915001) DM 00000,Immigrant,23.5,22.8,27.5,4.7,5915001,Vancouver,5915001|Immigrant,38820.0,145000.0,32935.0,149400.0,5880.0,120400.0,34075.0,34063.2,33110.0
New Westminster (5915029) CY 00000,Total Immigrant Status,23.0,21.2,25.9,4.7,5915029,Vancouver,5915029|Total Immigrant Status,76145.0,126300.0,46495.0,150200.0,29655.0,88800.0,29049.0,31842.4,22999.2
Beaumont (4811013) CY 00000,Immigrant,22.2,21.8,26.4,4.6,4811013,Edmonton,4811013|Immigrant,4420.0,155600.0,3995.0,161200.0,425.0,104800.0,34543.2,35141.6,27667.2
Chambly (2457005) V 00000,Total Immigrant Status,15.8,15.0,19.5,4.5,2457005,Montréal,2457005|Total Immigrant Status,30710.0,137400.0,25010.0,151000.0,5700.0,77700.0,21709.2,22650.0,15151.5
L'Assomption (2460028) V 00000,Total Immigrant Status,16.7,15.8,20.3,4.5,2460028,Montréal,2460028|Total Immigrant Status,22830.0,119800.0,18300.0,132000.0,4530.0,70400.0,20006.6,20856.0,14291.2
Saint-Lazare (2471105) V 00000,Immigrant,19.5,19.2,23.7,4.5,2471105,Montréal,2471105|Immigrant,3825.0,137600.0,3565.0,140000.0,255.0,104000.0,26832.0,26880.0,24648.0
Ajax (3518005) T 00000,Total Immigrant Status,22.3,21.7,26.2,4.5,3518005,Toronto,3518005|Total Immigrant Status,124910.0,153400.0,108220.0,160400.0,16695.0,107900.0,34208.2,34806.8,28269.8
McMasterville (2457025) MÉ 00000,Non-immigrants,16.5,15.2,19.6,4.4,2457025,Montréal,2457025|Non-immigrants,5335.0,111900.0,3790.0,125100.0,1545.0,79500.0,18463.5,19015.2,15582.0
Pointe-des-Cascades (2471055) VL 00000,Non-immigrants,19.0,17.9,22.3,4.4,2471055,Montréal,2471055|Non-immigrants,1460.0,109900.0,1120.0,120800.0,340.0,73600.0,20881.0,21623.2,16412.8
Parkland County (4811034) MD 00000,Immigrant,18.6,18.4,22.8,4.4,4811034,Edmonton,4811034|Immigrant,2960.0,162000.0,2820.0,163600.0,145.0,132000.0,30132.0,30102.4,30096.0
Bowen Island (5915062) IM 00000,Total Immigrant Status,20.5,20.0,24.4,4.4,5915062,Vancouver,5915062|Total Immigrant Status,4030.0,188400.0,3530.0,201600.0,505.0,96000.0,38622.0,40320.0,23424.0
Beloeil (2457040) V 00000,Immigrant,18.6,17.9,22.2,4.3,2457040,Montréal,2457040|Immigrant,1820.0,125600.0,1510.0,133400.0,310.0,88000.0,23361.6,23878.6,19536.0
L'Épiphanie (2460037) V 00000,Non-immigrants,15.9,14.7,19.0,4.3,2460037,Montréal,2460037|Non-immigrants,8310.0,110200.0,5985.0,125900.0,2330.0,69700.0,17521.8,18507.3,13243.0
Leduc County (4811012) MD 00000,Total Immigrant Status,19.0,18.6,22.9,4.3,4811012,Edmonton,4811012|Total Immigrant Status,12525.0,155400.0,11210.0,162800.0,1320.0,92600.0,29526.0,30280.8,21205.4
Carignan (2457010) V 00000,Total Immigrant Status,15.9,15.6,19.8,4.2,2457010,Montréal,2457010|Total Immigrant Status,11640.0,168200.0,10840.0,173200.0,800.0,99000.0,26743.8,27019.2,19602.0
McMasterville (2457025) MÉ 00000,Total Immigrant Status,16.6,15.4,19.6,4.2,2457025,Montréal,2457025|Total Immigrant Status,5585.0,111700.0,4015.0,124500.0,1570.0,79200.0,18542.2,19173.0,15523.2
Saint-Sulpice (2460020) PE 00000,Non-immigrants,15.9,15.2,19.4,4.2,2460020,Montréal,2460020|Non-immigrants,3160.0,109600.0,2615.0,117600.0,545.0,71200.0,17426.4,17875.2,13812.8
Mascouche (2464015) V 00000,Total Immigrant Status,16.6,15.8,20.0,4.2,2464015,Montréal,2464015|Total Immigrant Status,49770.0,125300.0,40390.0,135600.0,9375.0,81300.0,20799.800000000003,21424.8,16260.0
Lorraine (2473025) V 00000,Non-immigrants,13.8,13.8,18.0,4.2,2473025,Montréal,2473025|Non-immigrants,7875.0,192600.0,7735.0,194600.0,140.0,88000.0,26578.8,26854.8,15840.0
Legal (4811069) T 00000,Non-immigrants,19.2,18.5,22.7,4.2,4811069,Edmonton,4811069|Non-immigrants,1060.0,119200.0,875.0,127000.0,185.0,82000.0,22886.4,23495.0,18614.0
Brossard (2458007) V 00000,Immigrant,19.5,18.5,22.6,4.1,2458007,Montréal,2458007|Immigrant,50925.0,123000.0,38455.0,134400.0,12470.0,87700.0,23985.0,24864.0,19820.2
Beauharnois (2470022) V 00000,Non-immigrants,17.0,15.7,19.8,4.1,2470022,Montréal,2470022|Non-immigrants,12700.0,97200.0,8745.0,111900.0,3955.0,64600.0,16524.0,17568.3,12790.8
Terrasse-Vaudreuil (2471075) MÉ 00000,Non-immigrants,16.1,15.0,19.1,4.1,2471075,Montréal,2471075|Non-immigrants,1465.0,113400.0,1095.0,127000.0,370.0,72800.0,18257.4,19050.0,13904.8
Warburg (4811024) VL 00010,Total Immigrant Status,20.4,19.2,23.3,4.1,4811024,Edmonton,4811024|Total Immigrant Status,645.0,86200.0,455.0,90800.0,190.0,75500.0,17584.8,17433.6,17591.5
L'Épiphanie (2460037) V 00000,Total Immigrant Status,15.9,14.8,18.9,4.1,2460037,Montréal,2460037|Total Immigrant Status,8670.0,111000.0,6285.0,126400.0,2380.0,70100.0,17649.0,18707.2,13248.9
Saint-Joseph-du-Lac (2472025) MÉ 00000,Non-immigrants,15.5,14.8,18.9,4.1,2472025,Montréal,2472025|Non-immigrants,6475.0,126700.0,5385.0,137000.0,1095.0,76000.0,19638.5,20276.0,14364.0
Legal (4811069) T 00000,Total Immigrant Status,19.0,18.3,22.4,4.1,4811069,Edmonton,4811069|Total Immigrant Status,1105.0,119400.0,920.0,127200.0,190.0,81000.0,22686.0,23277.6,18144.0
Côte-Saint-Luc (2466058) V 00000,Immigrant,23.5,21.4,25.4,4.0,2466058,Montréal,2466058|Immigrant,19440.0,116300.0,8990.0,163600.0,10450.0,75600.0,27330.5,35010.4,19202.4
Saint-Joseph-du-Lac (2472025) MÉ 00000,Total Immigrant Status,15.4,14.7,18.7,4.0,2472025,Montréal,2472025|Total Immigrant Status,6790.0,129400.0,5680.0,139600.0,1110.0,77000.0,19927.6,20521.2,14399.0
Uxbridge (3518029) TP 00000,Immigrant,21.7,21.4,25.4,4.0,3518029,Toronto,3518029|Immigrant,3490.0,153400.0,3200.0,160000.0,290.0,80000.0,33287.8,34240.0,20320.0
Bruderheim (4810066) T 00000,Non-immigrants,17.1,16.4,20.3,3.9,4810066,Edmonton,4810066|Non-immigrants,1300.0,126400.0,1075.0,130000.0,220.0,108000.0,21614.4,21320.0,21924.0
Carignan (2457010) V 00000,Non-immigrants,15.4,15.1,19.0,3.9,2457010,Montréal,2457010|Non-immigrants,10010.0,170000.0,9265.0,176600.0,740.0,89000.0,26180.0,26666.6,16910.0
Saint-Roch-de-l'Achigan (2463035) MÉ 00000,Total Immigrant Status,15.3,14.3,18.2,3.9,2463035,Montréal,2463035|Total Immigrant Status,5305.0,111300.0,3825.0,125000.0,1480.0,75800.0,17028.9,17875.0,13795.6
Saint-Roch-de-l'Achigan (2463035) MÉ 00000,Non-immigrants,15.4,14.3,18.2,3.9,2463035,Montréal,2463035|Non-immigrants,5235.0,110200.0,3770.0,123700.0,1465.0,75300.0,16970.8,17689.1,13704.6
Beauharnois (2470022) V 00000,Total Immigrant Status,17.2,16.0,19.9,3.9,2470022,Montréal,2470022|Total Immigrant Status,13370.0,98000.0,9290.0,112600.0,4080.0,64700.0,16856.0,18016.0,12875.3
Sainte-Marthe-sur-le-Lac (2472015) V 00000,Total Immigrant Status,16.4,16.1,20.0,3.9,2472015,Montréal,2472015|Total Immigrant Status,19740.0,126300.0,18145.0,130200.0,1595.0,81700.0,20713.199999999997,20962.2,16340.0
Burnaby (5915025) CY 00000,Immigrant,23.3,22.0,25.9,3.9,5915025,Vancouver,5915025|Immigrant,157885.0,128200.0,104225.0,142400.0,53670.0,100600.0,29870.6,31328.0,26055.4
L'Assomption (2460028) V 00000,Immigrant,18.5,18.2,22.0,3.8,2460028,Montréal,2460028|Immigrant,1880.0,127300.0,1725.0,131400.0,160.0,82000.0,23550.5,23914.8,18040.0
Notre-Dame-de-l'Île-Perrot (2471065) V 00000,Total Immigrant Status,15.4,15.3,19.1,3.8,2471065,Montréal,2471065|Total Immigrant Status,11345.0,156600.0,11015.0,158600.0,325.0,91600.0,24116.4,24265.8,17495.600000000002
Sainte-Marthe-sur-le-Lac (2472015) V 00000,Non-immigrants,15.6,15.3,19.1,3.8,2472015,Montréal,2472015|Non-immigrants,16020.0,125700.0,14620.0,129800.0,1405.0,81700.0,19609.2,19859.4,15604.7
Bruderheim (4810066) T 00000,Total Immigrant Status,17.1,16.5,20.3,3.8,4810066,Edmonton,4810066|Total Immigrant Status,1310.0,125600.0,1090.0,129200.0,220.0,108000.0,21477.6,21318.0,21924.0
Georgina (3519070) T 00000,Immigrant,25.5,25.1,28.9,3.8,3519070,Toronto,3519070|Immigrant,9345.0,132000.0,8290.0,138800.0,1055.0,79000.0,33660.0,34838.8,22831.0
Orangeville (3522014) T 00000,Immigrant,24.0,23.4,27.1,3.7,3522014,Toronto,3522014|Immigrant,5885.0,124900.0,4900.0,132800.0,985.0,85600.0,29976.0,31075.2,23197.6
Saint-Sulpice (2460020) PE 00000,Total Immigrant Status,15.9,15.2,18.9,3.7,2460020,Montréal,2460020|Total Immigrant Status,3325.0,110600.0,2705.0,118900.0,620.0,74000.0,17585.4,18072.8,13986.0
Toronto (3520005) C 00000,Immigrant,23.8,22.1,25.8,3.7,3520005,Toronto,3520005|Immigrant,1713440.0,127400.0,941065.0,155000.0,772380.0,93900.0,30321.2,34255.0,24226.2
Thorsby (4811021) T 00010,Total Immigrant Status,19.1,18.5,22.2,3.7,4811021,Edmonton,4811021|Total Immigrant Status,945.0,117800.0,785.0,125600.0,160.0,80000.0,22499.8,23236.0,17760.0
Hampstead (2466062) V 00000,Immigrant,19.6,18.4,22.0,3.6,2466062,Montréal,2466062|Immigrant,2880.0,302800.0,1920.0,327600.0,965.0,254400.0,59348.8,60278.4,55968.0
King (3519049) TP 00000,Non-immigrants,18.9,18.5,22.1,3.6,3519049,Toronto,3519049|Non-immigrants,16815.0,241800.0,15125.0,254200.0,1690.0,131000.0,45700.2,47027.0,28951.0
Pointe-des-Cascades (2471055) VL 00000,Total Immigrant Status,19.5,18.8,22.3,3.5,2471055,Montréal,2471055|Total Immigrant Status,1755.0,114100.0,1405.0,124500.0,355.0,72800.0,22249.5,23406.0,16234.4
"Toronto (CMA), Ont. 00000",Immigrant,24.2,23.2,26.7,3.5,,Toronto,"Toronto , Ont. 00000|Immigrant",3895390.0,139800.0,2727130.0,157800.0,1168255.0,97900.0,33831.6,36609.6,26139.3
Saint-Isidore (2467040) PE 00000,Total Immigrant Status,14.6,13.9,17.4,3.5,2467040,Montréal,2467040|Total Immigrant Status,2580.0,120900.0,2055.0,129600.0,525.0,86400.0,17651.4,18014.4,15033.599999999999
Montréal-Ouest (2466047) V 00000,Immigrant,19.3,18.4,21.8,3.4,2466047,Montréal,2466047|Immigrant,1810.0,171800.0,1340.0,198000.0,470.0,96800.0,33157.4,36431.99999999999,21102.4
Beauharnois (2470022) V 00000,Immigrant,20.6,20.0,23.4,3.4,2470022,Montréal,2470022|Immigrant,665.0,114200.0,545.0,124400.0,120.0,69000.0,23525.2,24880.0,16146.0
Les Coteaux (2471033) MÉ 00000,Total Immigrant Status,15.8,14.8,18.2,3.4,2471033,Montréal,2471033|Total Immigrant Status,5565.0,108300.0,4035.0,120900.0,1530.0,75500.0,17111.4,17893.2,13741.0
Les Coteaux (2471033) MÉ 00000,Non-immigrants,15.7,14.8,18.2,3.4,2471033,Montréal,2471033|Non-immigrants,5345.0,108300.0,3855.0,120800.0,1485.0,75900.0,17003.1,17878.4,13813.8
Terrasse-Vaudreuil (2471075) MÉ 00000,Total Immigrant Status,16.8,16.0,19.4,3.4,2471075,Montréal,2471075|Total Immigrant Status,1880.0,113900.0,1455.0,125700.0,425.0,73200.0,19135.2,20112.0,14200.8
Whitchurch-Stouffville (3519044) T 00000,Immigrant,25.5,25.3,28.7,3.4,3519044,Toronto,3519044|Immigrant,23460.0,155400.0,21815.0,159800.0,1640.0,97500.0,39627.0,40429.4,27982.5
East Gwillimbury (3519054) T 00000,Immigrant,28.1,27.6,31.0,3.4,3519054,Toronto,3519054|Immigrant,13475.0,141800.0,11640.0,145600.0,1835.0,118300.0,39845.8,40185.6,36673.0
Caledon (3521024) T 00000,Immigrant,23.8,23.6,27.0,3.4,3521024,Toronto,3521024|Immigrant,32360.0,164200.0,29715.0,167400.0,2645.0,129000.0,39079.6,39506.4,34830.0
Châteauguay (2467050) V 00000,Immigrant,19.8,19.4,22.7,3.3,2467050,Montréal,2467050|Immigrant,15165.0,112500.0,13420.0,117600.0,1750.0,72700.0,22275.0,22814.4,16502.9
Pickering (3518001) CY 00000,Immigrant,23.7,23.3,26.6,3.3,3518001,Toronto,3518001|Immigrant,50715.0,154000.0,44920.0,160000.0,5800.0,107600.0,36498.0,37280.0,28621.6
Thorsby (4811021) T 00010,Non-immigrants,19.5,18.9,22.2,3.3,4811021,Edmonton,4811021|Non-immigrants,885.0,118000.0,740.0,125000.0,145.0,82000.0,23010.0,23625.0,18204.0
Maple Ridge (5915075) CY 00000,Immigrant,23.4,23.0,26.3,3.3,5915075,Vancouver,5915075|Immigrant,25975.0,142000.0,22865.0,147600.0,3110.0,100700.0,33228.0,33948.0,26484.1
Canada 20000,Immigrant,22.1,21.1,24.4,3.3,,Canada,Canada 20000|Immigrant,11324455.0,129800.0,7674270.0,148000.0,3650190.0,91700.0,28685.8,31228.0,22374.8
Saint-Colomban (2475005) V 00000,Total Immigrant Status,16.0,15.6,18.8,3.2,2475005,Montréal,2475005|Total Immigrant Status,17615.0,124000.0,15795.0,129000.0,1820.0,80900.0,19840.0,20124.0,15209.2
Saint-Colomban (2475005) V 00000,Non-immigrants,15.9,15.6,18.8,3.2,2475005,Montréal,2475005|Non-immigrants,16925.0,124200.0,15155.0,129000.0,1765.0,81800.0,19747.8,20124.0,15378.4
Verchères (2459025) MÉ 00000,Non-immigrants,14.8,14.2,17.4,3.2,2459025,Montréal,2459025|Non-immigrants,5475.0,125800.0,4565.0,136600.0,910.0,71600.0,18618.4,19397.2,12458.4
Montréal (2466023) V 00000,Total Immigrant Status,20.1,18.2,21.4,3.2,2466023,Montréal,2466023|Total Immigrant Status,1676690.0,109500.0,704975.0,154000.0,971710.0,77200.0,22009.5,28028.0,16520.8
Notre-Dame-de-l'Île-Perrot (2471065) V 00000,Non-immigrants,14.3,14.2,17.4,3.2,2471065,Montréal,2471065|Non-immigrants,8795.0,163000.0,8535.0,165000.0,260.0,96000.0,23309.0,23430.0,16703.999999999996
New Tecumseth (3543007) T 00000,Immigrant,24.4,24.1,27.3,3.2,3543007,Toronto,3543007|Immigrant,12110.0,128000.0,11025.0,130800.0,1090.0,99400.0,31232.0,31522.8,27136.2
"Edmonton (CMA), Alta. 00000",Immigrant,21.5,20.5,23.7,3.2,,Edmonton,"Edmonton , Alta. 00000|Immigrant",489760.0,130400.0,349790.0,146800.0,139970.0,89200.0,28036.0,30094.0,21140.4
Mont-Royal (2466072) V 00000,Immigrant,20.8,19.5,22.6,3.1,2466072,Montréal,2466072|Immigrant,9970.0,181400.0,5910.0,234000.0,4060.0,104700.0,37731.2,45630.0,23662.2
Edmonton (4811061) CY 00000,Immigrant,21.6,20.7,23.8,3.1,4811061,Edmonton,4811061|Immigrant,439540.0,128200.0,308550.0,145200.0,130995.0,88300.0,27691.2,30056.4,21015.4
"Vancouver (CMA), B.C. 20000",Immigrant,23.8,22.8,25.9,3.1,,Vancouver,"Vancouver , B.C. 20000|Immigrant",1415995.0,139000.0,975690.0,154400.0,440305.0,105200.0,33082.0,35203.2,27246.8
Saint-Bruno-de-Montarville (2458037) V 00000,Immigrant,15.9,15.6,18.6,3.0,2458037,Montréal,2458037|Immigrant,3595.0,154400.0,3245.0,162200.0,355.0,84000.0,24549.6,25303.2,15624.000000000002
Mont-Saint-Hilaire (2457035) V 00000,Immigrant,18.2,17.7,20.6,2.9,2457035,Montréal,2457035|Immigrant,1265.0,130800.0,1055.0,139600.0,215.0,88000.0,23805.6,24709.2,18128.000000000004
Verchères (2459025) MÉ 00000,Total Immigrant Status,14.8,14.3,17.2,2.9,2459025,Montréal,2459025|Total Immigrant Status,5655.0,126200.0,4730.0,136600.0,925.0,72800.0,18677.6,19533.8,12521.6
Montréal-Est (2466007) V 00000,Non-immigrants,18.0,16.4,19.1,2.7,2466007,Montréal,2466007|Non-immigrants,3470.0,94600.0,1425.0,120500.0,2050.0,76700.0,17028.0,19761.999999999996,14649.7
Newmarket (3519048) T 00000,Immigrant,27.2,26.8,29.5,2.7,3519048,Toronto,3519048|Immigrant,38085.0,138400.0,31775.0,145800.0,6310.0,100900.0,37644.8,39074.4,29765.5
Port Moody (5915043) CY 00000,Immigrant,23.3,22.6,25.3,2.7,5915043,Vancouver,5915043|Immigrant,13355.0,146400.0,10100.0,158600.0,3250.0,108100.0,34111.2,35843.6,27349.3
Lorraine (2473025) V 00000,Total Immigrant Status,14.6,14.5,17.1,2.6,2473025,Montréal,2473025|Total Immigrant Status,9425.0,188400.0,9250.0,189600.0,180.0,129000.0,27506.4,27492.0,22059.0
